     .00     23.8092
   10.00     24.5215
   20.00     25.2581
   30.00     26.0200
   40.00     26.8082
   50.00     27.6237
   60.00     28.4674
   70.00     29.3402
   80.00     30.2430
   90.00     31.1766
  100.00     32.1414
  110.00     33.1380
  120.00     34.1663
  130.00     35.2261
  140.00     36.3167
  150.00     37.4365
  160.00     38.5832
  170.00     39.7532
  180.00     40.9414
  190.00     42.1405
  200.00     43.3408
  210.00     44.5287
  220.00     45.6863
  230.00     46.7893
  240.00     47.8054
  250.00     48.6920
  260.00     49.3922
  270.00     49.8313
  280.00     49.9107
  290.00     49.5014
  300.00     48.4353
  310.00     46.4960
  320.00     43.4074
  330.00     38.8251
  340.00     32.3289
  350.00     23.4244
  360.00     11.5551
  370.00     -3.8698
  380.00    -23.4326
  390.00    -47.6535
  400.00    -76.9355
  410.00   -111.5036
  420.00   -151.3058
  430.00   -195.7725
  440.00   -243.2208
  450.00   -289.6512
  460.00   -327.4490
  470.00   -347.2140
  480.00   -345.3423
  490.00   -327.8757
  500.00   -303.7259
  510.00   -278.7333
  520.00   -255.4663
  530.00   -234.7086
  540.00   -216.4897
  550.00   -200.5725
  560.00   -186.6544
  570.00   -174.4434
  580.00   -163.6818
  590.00   -154.1508
  600.00   -145.6675
  610.00   -138.0801
  620.00   -131.2622
  630.00   -125.1089
  640.00   -119.5321
  650.00   -114.4583
  660.00   -109.8252
  670.00   -105.5800
  680.00   -101.6777
  690.00    -98.0800
  700.00    -94.7536
  710.00    -91.6700
  720.00    -88.8044
  730.00    -86.1350
  740.00    -83.6430
  750.00    -81.3116
  760.00    -79.1264
  770.00    -77.0742
  780.00    -75.1436
  790.00    -73.3243
  800.00    -71.6072
  810.00    -69.9841
  820.00    -68.4476
  830.00    -66.9912
  840.00    -65.6088
  850.00    -64.2950
  860.00    -63.0450
  870.00    -61.8543
  880.00    -60.7188
  890.00    -59.6349
  900.00    -58.5992
  910.00    -57.6086
  920.00    -56.6602
  930.00    -55.7514
  940.00    -54.8799
  950.00    -54.0435
  960.00    -53.2400
  970.00    -52.4676
  980.00    -51.7246
  990.00    -51.0093
 1000.00    -50.3202
